assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,my_team,opp_team,my_team_strength,opp_team_strength,Position,Season
0,0,0,0,0.0,80,100,0,0,0.0,0.0,2020-12-07T20:00:00Z,0,16,0,0,0,0,11,0,3040,2,1,0.0,0,-244,48,292,53,True,0,Brighton,Southampton,3,2,2,2021
0,0,3,0,0.3,80,114,0,0,1.0,2.0,2020-12-13T19:15:00Z,18,9,0,0,0,0,12,0,2947,0,3,8.0,1,-115,20,135,53,False,0,Brighton,Leicester,3,4,2,2021
0,0,0,0,0.0,80,121,0,0,0.0,0.0,2020-12-16T20:00:00Z,0,8,0,0,0,0,13,0,2906,0,0,0.0,0,-50,29,79,53,False,0,Brighton,Fulham,3,2,2,2021
0,0,0,0,0.0,80,129,0,0,0.0,0.0,2020-12-20T12:00:00Z,0,15,0,0,0,0,14,0,2915,1,1,0.0,0,-22,43,65,53,True,0,Brighton,Sheffield Utd,3,2,2,2021
0,0,0,0,0.0,80,147,0,0,0.0,0.0,2020-12-27T14:15:00Z,0,19,0,0,0,0,15,0,2875,2,2,0.0,0,-65,34,99,53,False,0,Brighton,West Ham,3,4,2,2021
0,0,4,0,12.5,80,149,1,0,2.2,0.0,2020-12-29T18:00:00Z,66,1,0,0,0,0,16,0,2863,1,0,11.0,2,-35,22,57,53,True,0,Brighton,Arsenal,3,3,2,2021
0,0,0,0,0.0,80,159,0,0,0.0,0.0,2021-01-02T17:30:00Z,0,20,0,0,0,0,17,0,2854,3,3,0.0,0,-32,29,61,53,True,0,Brighton,Wolves,3,2,2,2021
0,0,10,0,12.8,80,178,1,0,3.1,14.8,2021-01-13T18:00:00Z,90,12,0,0,0,0,18,0,2882,0,1,3.0,2,-38,56,94,53,False,0,Brighton,Man City,3,5,2,2021
1,0,21,1,25.3,80,182,0,0,5.0,19.0,2021-01-16T15:00:00Z,61,10,0,0,0,0,19,0,2885,1,0,6.0,6,1,65,64,53,False,0,Brighton,Leeds,3,3,2,2021
0,0,8,1,23.5,80,189,0,0,4.2,14.4,2021-01-27T19:30:00Z,82,8,0,0,0,0,20,0,3176,0,0,4.0,2,240,384,144,53,True,1,Brighton,Fulham,3,2,2,2021
0,0,13,1,25.3,80,200,0,0,8.8,10.6,2021-01-31T19:15:00Z,90,17,0,0,0,0,21,0,3029,0,1,52.0,3,-151,30,181,53,True,0,Brighton,Spurs,3,3,2,2021
0,0,0,0,0.0,80,216,0,0,0.0,0.0,2021-02-03T20:15:00Z,0,11,0,0,0,0,22,0,3036,1,0,0.0,0,-14,93,107,53,False,0,Brighton,Liverpool,3,3,2,2021
0,0,5,0,14.2,80,220,1,0,2.5,8.4,2021-02-06T15:00:00Z,90,4,0,0,0,0,23,0,2916,1,1,2.0,2,-129,26,155,53,False,0,Brighton,Burnley,3,2,2,2021
0,0,2,1,15.7,80,230,0,0,7.1,5.4,2021-02-13T20:00:00Z,90,2,0,0,0,0,24,0,3026,0,0,50.0,3,78,196,118,53,True,0,Brighton,Aston Villa,3,2,2,2021
0,0,5,0,5.7,80,241,1,0,4.2,2.6,2021-02-22T20:00:00Z,67,6,0,0,0,0,25,0,3122,2,1,34.0,2,68,185,117,53,True,0,Brighton,Crystal Palace,3,2,2,2021
0,0,4,0,12.3,80,258,1,0,1.7,4.6,2021-02-27T15:00:00Z,45,18,0,0,0,0,26,0,3226,0,1,0.0,1,53,215,162,53,False,0,Brighton,West Brom,3,2,2,2021
0,0,7,0,13.1,80,260,1,0,3.2,10.6,2021-03-06T20:00:00Z,67,9,0,0,0,0,27,0,3243,2,1,8.0,2,4,163,159,53,True,0,Brighton,Leicester,3,4,2,2021
0,0,0,0,0.0,80,277,0,0,0.0,0.0,2021-03-14T12:00:00Z,0,16,0,0,0,0,28,0,3290,2,1,0.0,0,36,170,134,53,False,0,Brighton,Southampton,3,2,2,2021
0,0,1,0,0.5,80,279,0,0,0.0,0.0,2021-03-20T20:00:00Z,11,14,0,0,0,0,29,0,3683,0,3,0.0,1,209,332,123,53,True,0,Brighton,Newcastle,3,2,2,2021
0,0,3,0,0.8,80,295,1,0,0.7,5.8,2021-04-04T18:30:00Z,27,13,0,0,0,0,30,0,3308,1,2,0.0,1,-228,28,256,53,False,0,Brighton,Man Utd,3,4,2,2021
0,0,0,0,0.0,80,299,0,0,0.0,0.0,2021-04-12T19:15:00Z,0,7,0,0,0,0,31,0,3230,0,0,0.0,0,-97,27,124,53,True,0,Brighton,Everton,3,4,2,2021
0,0,12,1,4.8,80,311,0,0,2.3,4.0,2021-04-20T19:15:00Z,73,5,0,0,0,0,32,0,3176,0,0,14.0,3,-65,18,83,53,False,0,Brighton,Chelsea,3,4,2,2021
0,0,0,0,0.0,80,326,0,0,0.0,0.0,2021-04-24T19:00:00Z,0,15,0,0,0,0,33,0,3312,0,1,0.0,0,102,155,53,53,False,0,Brighton,Sheffield Utd,3,2,2,2021
0,0,3,0,0.0,80,329,0,0,0.0,0.0,2021-05-01T14:00:00Z,1,10,0,0,0,0,34,0,3257,0,2,0.0,1,-52,52,104,53,True,0,Brighton,Leeds,3,3,2,2021
0,0,7,0,0.8,80,348,2,0,1.6,15.4,2021-05-09T11:00:00Z,32,20,0,0,0,0,35,0,3193,1,2,0.0,1,-72,21,93,53,False,0,Brighton,Wolves,3,3,2,2021
0,0,0,0,0.0,80,349,0,0,0.0,0.0,2021-05-15T19:00:00Z,0,19,0,0,0,0,36,0,3204,1,1,0.0,0,1,38,37,53,True,0,Brighton,West Ham,3,4,2,2021
0,0,7,0,37.0,80,359,2,0,8.2,8.8,2021-05-18T18:00:00Z,90,12,0,0,0,0,37,0,3184,2,3,36.0,2,-28,25,53,53,True,0,Brighton,Man City,3,4,2,2021
0,0,4,0,3.3,80,369,2,0,0.4,0.8,2021-05-23T15:00:00Z,65,1,0,0,0,0,38,0,3237,0,2,0.0,2,42,100,58,53,False,0,Brighton,Arsenal,3,4,2,2021
