assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,my_team,opp_team,my_team_strength,opp_team_strength,Position,Season
0,0,15,0,2.5,466,10,1,0,3.3,6.0,2019-08-11T13:00:00Z,90,1,0,0,0,0,1,0,136531,1,0,24.0,2,0,0,0,60,True,0,Newcastle,Arsenal,2,3,3,1920
0,0,0,0,12.3,466,17,2,0,2.6,2.0,2019-08-17T14:00:00Z,66,14,0,0,0,0,2,0,161680,1,3,12.0,1,9075,25163,16088,60,False,1,Newcastle,Norwich,2,2,3,1920
0,3,29,1,24.3,466,28,0,1,10.7,42.6,2019-08-25T15:30:00Z,87,17,0,0,0,0,3,0,99148,1,0,40.0,8,-60461,1899,62360,59,False,1,Newcastle,Spurs,2,4,3,1920
0,0,12,0,14.1,466,38,1,0,5.9,6.8,2019-08-31T14:00:00Z,90,18,0,0,0,0,4,0,117194,1,1,38.0,2,11128,33119,21991,59,True,0,Newcastle,Watford,2,2,3,1920
0,0,7,0,24.4,466,44,3,0,4.1,10.6,2019-09-14T11:30:00Z,90,10,0,0,0,0,5,0,110686,1,3,6.0,2,-7517,13170,20687,59,False,0,Newcastle,Liverpool,2,5,3,1920
0,0,2,1,23.8,466,58,0,0,6.3,4.6,2019-09-21T16:30:00Z,90,4,0,0,0,0,6,0,116037,0,0,35.0,2,2943,16521,13578,59,True,0,Newcastle,Brighton,2,2,3,1920
0,0,7,0,1.3,466,66,3,0,0.6,3.0,2019-09-29T15:30:00Z,62,9,0,0,0,0,7,0,101291,0,5,2.0,2,-14354,5663,20017,59,False,0,Newcastle,Leicester,2,3,3,1920
0,0,2,0,12.3,466,76,0,0,1.9,0.2,2019-10-06T15:30:00Z,55,12,0,0,0,0,8,0,91048,0,1,6.0,1,-10756,2642,13398,58,True,0,Newcastle,Man Utd,2,4,3,1920
0,0,0,0,5.2,466,83,1,0,1.2,0.8,2019-10-19T14:00:00Z,82,6,0,0,0,0,9,0,82774,0,1,6.0,2,-8914,1986,10900,58,False,0,Newcastle,Chelsea,2,4,3,1920
0,0,2,0,13.2,466,96,1,0,3.2,1.6,2019-10-27T14:00:00Z,84,20,0,0,0,0,10,0,83307,1,1,17.0,2,-171,4343,4514,58,True,0,Newcastle,Wolves,2,4,3,1920
